n1-t1,0.008408069610595703
n1-t2,0.008931636810302734
n1-t3,0.009757757186889648
n7-t1,0.008799552917480469
n7-t2,0.008805990219116211
n3-t1,0.006407499313354492
n3-t2,0.006415605545043945
n4-t1,0.04076552391052246
n4-t2,0.04077744483947754
n6-t1,0.03989577293395996
n5-t1,0.03817868232727051
n0-t1,0.0417170524597168
n0-t2,0.04173398017883301
n2-t1,0.04198002815246582
n0-t3,0.0418241024017334
n7-t3,0.02078413963317871
n6-t2,0.009337902069091797
n6-t3,0.0530850887298584
n3-t3,0.04183793067932129
n2-t2,0.02292156219482422
n7-t4,0.04207873344421387
n6-t4,0.07830381393432617
n5-t2,0.01169729232788086
n5-t3,0.0038967132568359375
n5-t4,0.02488422393798828
n0-t4,0.017143964767456055
n3-t4,0.0011577606201171875
n0-t5,0.014182567596435547
n6-t5,0.0055828094482421875
n4-t3,0.0009794235229492188
n2-t3,0.0006887912750244141
n3-t5,0.0006802082061767578
n6-t6,0.0007615089416503906
n5-t5,0.0006518363952636719
n2-t4,0.000736236572265625
n7-t5,0.040968894958496094
n5-t6,0.033838748931884766
n2-t5,0.03694343566894531
n4-t4,0.04133033752441406
n0-t6,0.04015088081359863
n4-t5,0.02721881866455078
n1-t4,0.022711515426635742
n0-t7,0.07095503807067871
n3-t6,0.0649406909942627
n3-t7,0.06298637390136719
n4-t6,0.06249547004699707
n2-t6,0.04274749755859375
n1-t5,0.0006644725799560547
n5-t7,0.037046194076538086
n4-t7,0.026040315628051758
n3-t8,0.04093289375305176
n7-t6,0.02507948875427246
n4-t8,0.0024361610412597656
n1-t6,0.04050040245056152
n4-t9,0.04008030891418457
n7-t7,0.0004534721374511719
n1-t7,0.053588151931762695
n6-t7,0.040875911712646484
n5-t8,0.021452903747558594
n5-t9,0.005883455276489258
n4-t10,0.0306398868560791
n3-t9,0.0014996528625488281
n1-t8,0.042833566665649414
n5-t10,0.032236576080322266
n5-t11,0.0007700920104980469
n3-t10,0.0008304119110107422
n2-t7,0.0007691383361816406
n5-t12,0.03652167320251465
n2-t8,0.02594923973083496
n1-t9,0.021993160247802734
n1-t10,0.0005166530609130859
n7-t8,0.009274482727050781
n6-t8,0.02030491828918457
n7-t9,0.002857685089111328
n0-t8,0.0008649826049804688
n7-t10,0.000553131103515625
n6-t9,0.0009725093841552734
n3-t11,0.03990435600280762
n0-t9,0.03371858596801758
n6-t10,0.0014276504516601563
n1-t11,0.0005218982696533203
n5-t13,0.015223026275634766
n0-t10,0.008899688720703125
n3-t12,0.0006768703460693359
n6-t11,0.06499147415161133
n5-t14,0.04146170616149902
n6-t12,0.07907366752624512
n3-t13,0.06583213806152344
n2-t9,0.05189800262451172
n4-t11,0.023980379104614258
n4-t12,0.015719890594482422
n1-t12,0.020936965942382813
n2-t10,0.011651277542114258
n1-t13,0.0022509098052978516
n6-t13,0.017003297805786133
n1-t14,0.010675191879272461
n7-t11,0.0004024505615234375
n1-t15,0.058081626892089844
n3-t14,0.05498456954956055
n4-t13,0.04250478744506836
n6-t14,0.0006701946258544922
n5-t15,0.0006167888641357422
n1-t16,0.014100790023803711
n4-t14,0.0017209053039550781
n4-t15,0.0005640983581542969
n6-t15,0.0012054443359375
n7-t12,0.06017637252807617
n5-t16,0.042317867279052734
n6-t16,0.04842114448547363
n1-t17,0.03521847724914551
n4-t16,0.02300119400024414
n6-t17,0.0007331371307373047
n3-t15,0.001007080078125
n1-t18,0.04821443557739258
n6-t18,0.01908254623413086
n1-t19,0.0008008480072021484
n6-t19,0.012886285781860352
n0-t11,0.003542661666870117
n0-t12,0.004760265350341797
n5-t17,0.008048295974731445
n2-t11,0.006281614303588867
n2-t12,0.016396760940551758
n2-t13,0.012243270874023438
n3-t16,0.001306295394897461
n1-t20,0.040840864181518555
n7-t13,0.04036998748779297
n6-t20,0.02434539794921875
n4-t17,0.01875472068786621
n5-t18,0.018160581588745117
n1-t21,0.04128694534301758
n6-t21,0.042324066162109375
n4-t18,0.0007946491241455078
n3-t17,0.0866706371307373
n0-t13,0.04155087471008301
n3-t18,0.000988006591796875
n0-t14,0.0012021064758300781
n3-t19,0.036520957946777344
n0-t15,0.013004064559936523
n1-t22,0.0004832744598388672
n6-t22,0.0008437633514404297
n2-t14,0.0371699333190918
n6-t23,0.014148235321044922
n0-t16,0.0010571479797363281
n7-t14,0.0004937648773193359
n7-t15,0.032976388931274414
n5-t19,0.007097005844116211
n0-t17,0.0011539459228515625
n3-t20,0.0006659030914306641
n2-t15,0.019064903259277344
